title,author,genre,status,release_day,views,subscribers,rating,chapter,chapter_length,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date,season
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,셀 ,EYYY ANYONE HERE FROM DISCOVER??? I LOVE THIS SM HOPE YOU NEWCOMERS ENJOY!!,2018-03-03,53134,839,87,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,Maddie1137,"The art style is mesmerizing! Can't wait to see where this goes, this myth has always fascinated me~ [+please like the chapters to support the author/boost it in the charts!]",2018-03-03,50582,588,27,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,Amalia Herrera,I'm from discover too.EDIT: I can't believe I got top comment this has never happened to me. So I guess id just like to say thank you for liking my comment. I love this myth and I can't wait to see the authors interpretation of this story come about😀💖🖤,2018-03-03,28655,1177,15,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,justatinywifrog,HEY YEAH HIIM A GREEK NERD AND I LOVE THIS MORE THAN ZEUS LIKES TO FUCK EVERYTHING THAT MOVES KTHNXSBAI,2018-03-03,1445,14,22,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,Mikan200,Hades' phone:Apple=Pomegranate lol,2018-03-04,749,6,6,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,Anna Rukat,"this satisfies my inner mythology nerd in a strange way.here, have some trivia: Minthe was a naiad, a kind of nymph, connected to a river in the underworld called cocytus. She tried to seduce Hades but his wife, Persephone, turned her into a (who would've guessed) mint plant, thus giving the plant its name :)",2018-07-01,628,5,11,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,ninieatsmeat,What? Zeus actually likes Hera???,2018-03-04,320,3,7,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,MissRubyPhoenix,Oh my gods! I'm a huge fan of Greek mythology and Persephone's story with Hades it's one of my favorites so I'm excited to read your version 😊,2018-03-06,295,7,3,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,space.goats,YES FINALLY IM SO HAPPY FOR YOU AUTHOR,2018-03-03,279,6,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,Destinydawolf ,Percy Jackson anyone,2018-07-15,225,12,29,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,Nightlock4411,That moment when you kiss your sister in front of your brothers ,2018-08-26,169,3,5,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,wind!! ~woosh~🌪🌪,Aghh! It has been feautured! I saw the date so i set it on my calender so i would not forget 😋congrats! I hope your new found journey is succesful,2018-03-03,144,4,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,noa_datev,"Love the art style, but am I the only one who thought the characters look kinda like they’re from Inside Out...? Hehe😉",2018-03-28,135,9,2,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,Jess56723,Anyone rereading all the episodes because their bored in quarantine? No just me? Okay then...,2020-03-30,120,6,3,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,1,75769,8010,1884497,377903,60202644,2018-03-04,Surreal Lane,*Vomits Rainbow* It’s Here!,2018-03-03,95,7,0,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,Erin D. H.,YES MY GOD YES. MY DISCOVER BABY IS FINALLY HERE!!,2018-03-03,51008,784,28,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,Grace1517,DISCOVER SQUAD ASSEMBLE,2018-03-03,34908,954,61,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,Noodlekatz,YES YES YES YES! I'VE BEEN WAITING! WELCOME BACK!,2018-03-03,33542,591,6,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,QuezClark,"“CAN YOU PLEASE NOT TALK ABOUT MY BALLS. OR MY ASS, FOR THAT MATTER.”—Hades.Quote of the chapter 🎉",2018-03-03,1536,6,11,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,sungyoon93,"to people that hates this myth because of kidnaping and sorts, let me say... By FAR Persephone has the most loving Husbando in all Olympus: he gave her the same level of authority as his in the underworld affairs, he NEVER cheated on her, protected her from idiots... Hades showers her with love and respect her wishes",2018-03-03,1312,12,15,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,nobody !,"""who is she?"" YOUR NIECE!",2018-03-03,846,14,15,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,emberite.10,Only Greek mythology nerds will truly understand Poseidon's anger towards Odysseus 😂😂,2018-03-03,688,4,18,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,Dulce16,"Persephone sweetie, that dress is just a tad...too...short...like how are you walking? 😂 ",2018-03-05,587,3,8,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,inofanmegastar,Aren't his balls ALWAYS blue tho?,2018-03-05,481,3,4,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,MmmLemon🍋,I like her first dress choice. the gold is nice too,2018-03-03,397,0,6,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,Arrow_The_Archer,I like how Zeus and Hades are both wearing suits and Poseidon is wearing a t-shirt with a man bun drinking some beer and generally looking like he doesn't give a shit,2018-03-30,361,2,5,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,BuddyBuddyM,hades: whos she?? 😍Zeus:my daughter 😑,2018-03-04,320,2,4,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,Xikana,"Omg the Odyssey reference. I guess Poseidon is still pretty salty about the whole ""I-killed-your-son-sorry-but-not-sorry"" thing. lol 😂 I'll leave now. ",2018-03-05,263,0,4,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,Riley “Dark Shadow Queen” Wakeshima,"I just wish that all of the gods and goddesses would RESPECT hades because without hades all mortals would live forever (no death) & New lives such as babies or children wouldnt be born.  ""with death it makes way for new life"". ",2018-03-04,185,2,8,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,2,38345,4344,1884497,305472,60202644,2018-03-04,sMoOth ( ͡° ͜ʖ ͡°) ,"""Who is she? She's beautiful"" Me when I got my new dog",2018-03-04,150,0,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,🥔Potato of Fate✨,When you know know someone talking sh*t about you although you are on the other side of the room. ,2018-03-03,98064,233,80,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,Halogens,OH MY GOD. IT'S HERE. ITS FEATURED. AMAZING,2018-03-03,35362,498,5,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,Raylen,I like how Aphrodite and her son casually talk about polos and orgies lmao I love this comic,2018-03-03,31288,62,25,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,This user has been deleted.,This comment has been deleted.,,0,0,45,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,KBallina,Their mother son dynamic is something I both love and hate,2018-03-03,1622,3,2,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,HappyOyster,Eros is out here coordinating orgies and I can't even get a date,2018-03-03,1380,4,5,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,phish,He puts his glasses on because persephone's beauty is making him go blind,2018-03-03,1113,1,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,crazy4heroes,Greek myth has several love stories gone wrong because someone said they looked better than Aphrodite. shes sensitive to that 😂😂😂. and I like how Zeus hasnt given the real reason or at least the reason agmccording to myth with demeter hates his guts ,2018-03-03,906,1,12,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,Tiny_Dragon*,Aphrodite’s reaction is 100% accurate to the myths. XD She’s probably plotting Persephone’s murder right now. ,2018-03-03,719,1,2,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,Summer Brotman,When Zeus says he’s “morally corrupt” he totally is. You have any idea how many woman he’s technically raped? A woman even turned herself into a bush to get away from him. Juuusst sayin. ,2018-03-05,660,0,8,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,Lepidocrocite,"I just know Aphrodite's gonna be petty, I can feel it in my psyche. ",2018-03-05,467,2,9,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,drfrostisback,"Zeus said ""it's complicated"" because Persephone is his freaking DAUGHTER ",2018-03-19,367,3,9,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,ddddayna,"Hades: Honestly, I think she puts Aphrodite to shame!Aphrodite: TRIGGERED",2018-03-04,290,0,0,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,Loura26,"""I DO NOT CARE ABOUT DEMETER'S  TAXES!"" Like if you get it 😉",2018-03-03,188,0,4,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,3,44176,3396,1884497,291467,60202644,2018-03-04,Lynnifer Ice,"""This orgy isn't gonna run itself"" oh my gawd...I'm dying hahahahaha",2018-03-03,177,0,0,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,J-Hope World,So invested in their relationship already and they.. haven't even spoken. 😂😍 Hopefully she remembers what happened! (did he bring her to his house because she felt uncomfortable/Eros drugged her?),2018-03-03,56260,340,77,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,lewdciferr,Your hard work has definitely paid off!! All the rework has added so much valuable information about their first meeting and the dynamic of everyone on Olympus. I'm so happy to finally see you on Discover and so glad everyone else gets to know about this great story!!! ,2018-03-03,32720,369,10,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,Bio Jellies,I would feel so much better if I didn't see people flooding the first several episodes flooded with Discover comments. Yes you want to find people who were there with you while it was still in Discover but does it have to conquer all the top comments in all the recently released episodes? Sometimes newbies to the series just want to see comments related to the episode up there for once!,2018-03-04,11981,163,40,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,This user has been deleted.,This comment has been deleted.,,0,0,122,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,lilacbean,Hold up. Didnt she JUST have a pixie cut? How long has she been there her hair is like goddamn rapunzel! Demeter is going to be PISSED!,2018-03-03,1298,7,10,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,Scarlett08,"True Hades is depicted as kidnapping Persephone, but maybe that’s what Aphrodite want everyone to think...to ruin Hades’s prospects with Persephone. That looks like Hades’s bed, seeing the 3 headed dog in the background. Persephone will most likely come to the conclusion that Hades brought her there and raped her, this souring their relationship. Just a theory though ",2018-03-04,651,5,6,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,mooncomic,anyone else loves how the author changed the story a bit,2018-03-03,285,3,7,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,Bishop556,I must say this rendition of greek mythos is very nicely adapted to modern times. You still get the core concept of the tale aswell. I applaud you author-sama. ,2018-03-03,267,3,2,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,lrlmsn42,"*Too bad Artemis hates you*-to be fair, Artemis hates pretty much everyone, especially if they have a dick...",2019-01-17,241,1,9,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,Michelle Liu,Eros looks like the white boy in a cul de sac,2018-03-04,219,4,4,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,i~am~boba☆,We got Eros over here looking like a basic white boy,2018-07-17,172,2,3,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,OneBlackHat,"Wow. Has anyone else noticed how cute Hades is with glasses? Also I aready love the brothers. Posiden is the cute dummy, Zeus is the sly smooth talker and Hades is the loner.",2018-09-30,129,0,5,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,VampireThembo,Poseidon casually sipping his beer while Hades oozes angst beside him is a mood tbh,2018-03-29,111,1,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,Natitheunicorn,NOOO I NEED TO PROTECT MY PERSEPHONE 😭😭😭 ,2018-03-03,90,1,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,4,62938,3786,1884497,281712,60202644,2018-03-04,audracaelin,ITS SO ODD TO ME THAT SOME PEOPLE HAVE NO KNOWLEDGE OF THIS WEBTOON AND THE FEELS IT HOLDS. HOLD ON TO YOUR HATS KIDDIES. WE GOIN ON A RIDE. ,2018-03-03,109,9,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,Gigisinger,❤️ Hades is such a gentleman😢 ,2018-03-10,160826,282,98,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,Maddie1137,"If this is following the myth of Eros and Pysche, it sucks that he hasn't been reunited with her..",2018-03-10,73059,419,82,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,Izzy'n' a Tizzy,“She’s the personification of a cinnamon roll. A pink cinnamon roll.”Eros is one of the fandom,2018-03-10,28082,40,22,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,This user has been deleted.,This comment has been deleted.,,0,0,35,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,Hoshi Hoodie,"People wonder why Aphrodite doesn't like the sweet cinnamon roll known as Persephone, I say that it's because she's made of SALTY sea foam!..... Okay, I leave.",2018-03-10,2401,2,18,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,Persaphire,“WHY ARE YOU JEALOUS OF A CINNAMON-ROLL?!” Best. Line. Ever.,2018-03-10,2103,2,3,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,Infernalangels,"Hades is the only god I like in Greek Mythology. All the other Gods raped, stole, killed, but Hades basically just did his damn job.",2018-03-10,1586,5,25,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,Fireflye,"See, even Eros knows about how much of a cinnamon roll she is.",2018-03-10,1283,1,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,（＾◇＾） | （＾ν＾） ,Aphrodite: the pettiest goddess on Olympus. Persephone: a pink adorable cinnamonroll.,2018-03-10,1206,6,4,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,urmumbiggay,"""I might be a lot of things but I ain't no snitch"" Hades must be hella fun to hang out with. EDIT:ur mum gay lol",2018-03-10,909,13,17,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,KDreader02,"Goodness, Hades has to be one of the best gentlemen in all of Webtoons. He’s seriously raising the standards for male romance leads, XD ",2018-03-10,819,3,3,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,howlscastlemoved🖤,"Okay, let’s talk about consent and how Hades follows it! She’s drunk and he doesn’t take advantage of her! TAKE NOTES PEOPLE. TAKE NOTES. ",2018-03-10,756,2,7,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,SammyTheNerdlord,(Deep Inhale) SO. PURE. ,2018-03-10,554,0,3,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,bugsy1.618,"eeepppp!! the way he calls her ""sweetness"" ... where can I get a Hades ??",2018-03-10,410,0,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,5,103974,6315,1884497,291072,60202644,2018-03-11,(」ﾟヘﾟ)」4ᖇᙓᗩᒪ,;-; hades is such a caring man for the title of the ruler of the underworld Edit: thanks for all the comments and facts 👍🙌,2018-03-10,407,0,12,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Makaayplays*,"""man how big is this place?"" me: How big is your hair???",2018-03-17,172736,313,102,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,♤latinoborritos♤,PERSEPHONE THICCCCCC LIKE Honestly,2018-03-17,140854,1073,109,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Fireflye,Demeter needs to CHILL,2018-03-17,96981,389,50,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Random Person,It's sad that the reason why Demeter was so protective over Persephone was because Demeter was raped by Zues and so Demeter was so violently over bearing with Persephone because she never wanted that to happen to her,2018-03-17,3865,9,26,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,kerry0niell,'time to make a swift exit' *proceeds to get lost *,2018-03-17,2116,2,6,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Bookatopia-1227,IS ANYONE GOING TO TALK ABOUT HOW HER HAIR WENT FROM A PIXIE CUT TO RAPUNZEL HAIR?!?!?!?!?!,2018-03-17,1918,4,13,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Sanjeev_969,Is It Just Me or Was That Like Super Sexy The Way He Came Up Behind Her 😍😍,2018-03-17,1200,8,12,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,kue_serabi🍵✅,I got so scared when it turned all red 😨,2018-03-17,716,3,5,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Nevermore626,I am officially referring to Persephone and Hades as Persades!!! who's with me?!,2018-03-17,694,13,13,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Makaayplays*,when you go from reading Percy Jackson to reading Lore Olympus😍,2018-03-17,582,8,25,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Lichen28,PERSEPHONE WHAT IS YOUR POSTURE ,2018-03-17,563,2,5,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Donnie Balidemaj,Did he follow her hair to find her??? ,2018-03-18,459,1,5,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,starr.casm,For a second there is Persephone's dream was a flashback and i was just like DANG I KNEW DEMETER WAS PROTECTIVE BUT HOLY SHITE!,2018-03-17,321,1,4,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,Katie B Katie,"Why, hello tall, dark, and handsome.",2018-03-18,257,1,2,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,6,103366,5322,1884497,287560,60202644,2018-03-18,MorelerMetz32,I’m obsessed with this webtoon😝,2018-03-17,220,3,4,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,7,92751,4647,1884497,276963,60202644,2018-03-25,Maddie1137,"Proof that Persephone is even more of a cinnamonroll: she can tame Cerberus, one of the most terrifying gatekeepers of the Underworld. 😂 ",2018-03-24,147715,265,85,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,7,92751,4647,1884497,276963,60202644,2018-03-25,Novaanight,"she got so flustered by her connection with hades , a flower crown popped up 😂",2018-03-24,126796,239,40,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,7,92751,4647,1884497,276963,60202644,2018-03-25,i'm on a hellevator ,Okay but Persephone just looks so fluffy and adorable with the clothes he gave her..,2018-03-24,105784,297,54,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,7,92751,4647,1884497,276963,60202644,2018-03-25,WilderNESS,You look sufficient. OKAY QTIP,2018-03-24,2356,1,21,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,7,92751,4647,1884497,276963,60202644,2018-03-25,LonelyPlanet,cerberus: 1hades: 0,2018-03-24,2014,3,4,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,7,92751,4647,1884497,276963,60202644,2018-03-25,ティエリア,“it’s not like i’m going to wear it” ...i want to see him wear the coat now.,2018-03-24,1777,3,11,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,7,92751,4647,1884497,276963,60202644,2018-03-25,Kokobeans12,first of all DAMN HADES U LOOKIN FINE. second PERSEPHONE OMG GURL U LOOKIN GOOD IN THAT SWEATER/FLOOFY JACKET,2018-03-24,1109,3,1,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,7,92751,4647,1884497,276963,60202644,2018-03-25,xCaptainBookx,Does the flower crown respresent Persophone being turned on?,2018-03-24,857,7,11,2023-01-06,1
Lore Olympus,Rachel Smythe,romance,ongoing,sunday,1200000000,6100000,9.68,7,92751,4647,1884497,276963,60202644,2018-03-25,Ruth_,sh*t sh*t sh*t is what I do when my report card comes in,2018-03-24,688,1,6,2023-01-06,1
