title,author,genre,status,release_day,views,subscribers,rating,chapter,chapter_length,comments,total_comments,likes,total_likes,date,user,comment_body,post_date,upvotes,downvotes,reply_count,scrape_date
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Taejuny,WE FINALLY KNOW THE REASON WHY THEY WERE FIGHTING!  It was over a pen;-;,2016-05-23,117377,415,148,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Luety_Hilary,Did anyone else notice that everyone has weird color hair and eyes except the main character! :0 ,2016-05-24,87216,788,220,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Sunnyshine,"Oh! So they DO have abilities! That's actually a neat concept having that be considered the ""norm"". I wonder if John is considered disabled or handicapped in this world. He certainly seems to be bullied or at least considered weak to his peers. I'm excited to see how this progresses!(EDIT) This comment is several years old. If you're replying to this like I don't know what happens, just know I'm probably laughing at you.",2016-05-25,59116,512,97,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Carmen Hall,I like cake! 🎂🍰,2016-06-03,3347,11,61,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,piratejoong,WHO ELSE READ THE BORING DISCUSSION??? I LIKE CAKE!!!! ,2016-05-23,1706,10,9,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Duchess,"""If you're actually reading this crap, write..."" This kinda killed me. Btw, I like cake. 😂",2016-05-24,1389,3,9,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,xco koh,I like cake. I like reading jibberish bubbles. ,2016-05-24,834,1,3,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,gabby07845,I don’t want to ruin it for readers that have just started reading it but for the other readers ahead I understand now why he said “ I wasn’t born with a power of my OWN” 😱,2017-07-12,716,41,28,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Alexandria Paige,"Did anyone else read those little sections and see that the author said to write ""I like cake"" 😂😂",2017-02-03,437,3,0,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,BossPuppy21,I like cake!!!!! ,2016-12-05,278,1,1,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Amanda Zhang,"Who else noticed the ""I like cake""?🍰",2016-05-23,233,1,2,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Sirena Lillywing,"""overall life is pretty ordinary"" *kid blasts through the wall and john almost gets killed*Me:  yep ordinary, can't wait to see that when i get to high school",2017-07-06,231,1,3,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Zombie Zoha,ohhh so it's like my hero academia?,2016-05-23,224,8,14,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Buttercup7009,"""I wasn't born with an ability of my own"" I get what you mean John *wink wink*",2017-08-16,159,2,9,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,1,30048,21412,2673916,213966,55478373,2016-05-24,Angel Liz,I like cake. I also reallllly like your webtoons. I found you through OFR... You're an amazining artist and story teller. I thought maybe you used black & white because color wasn't something you were as good at ... but omg how wrong I was. I love your color webtoon even better. You completely suck the reader in with your story and beautiful artwork. I can't wait to see more.   Consider me a fan and long time follower. Easily my favorite artist on Line Webtoons. I'm so glad you got picked up.,2016-05-24,116,0,3,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,2,24998,5838,2673916,202164,55478373,2016-05-24,AaRomCom,Why is there violence at every corner? Can't they just eat cake and use the bathroom in peace?,2016-05-23,132790,424,143,2023-01-06
unOrdinary,uru-chan,super-hero,ongoing,thursday,1100000000,5700000,9.75,2,24998,5838,2673916,202164,55478373,2016-05-24,Kawaii Oreo,"keep your hands to your self *selena walks in* "" can't keep my hands to myself""",2016-05-23,93835,1043,205,2023-01-06
